Codigo,Nat,Ud,Resumen,CanPres,Pres,ImpPres,Categoria,Subcategoria,Fecha
MIE01195,Material,uni,"Cumbrera clasica 2,5ml",0.0,572.0,0.0,Cubiertas,Tejas de cemento comp.,30/04/2025
MIE01204,Material,uni,"Cumbrera rustica 2,5ml",0.0,572.0,0.0,Cubiertas,Tejas de cemento comp.,30/04/2025
MIE02086,Material,uni,Teja de chena pint roj/arc.,0.0,412.0,0.0,Cubiertas,Tejas de cemento comp.,30/04/2025
MIE02087,Material,uni,Teja col1/2 420x210 1/2 tej,0.0,601.0,0.0,Cubiertas,Tejas de cemento comp.,30/04/2025
MIE02088,Material,uni,"Cumbrera pint roj/neg 2,5ml",0.0,412.0,0.0,Cubiertas,Tejas de cemento comp.,30/04/2025
MIE02089,Material,uni,Fronton teja roj/neg.,0.0,412.0,0.0,Cubiertas,Tejas de cemento comp.,30/04/2025
MIE03579,Material,uni,Caballete pizarra gris,0.0,339.0,0.0,Cubiertas,Tejas de cemento comp.,30/04/2025
MIF00730,Material,uni,Tejuela 10x60cm ancho 4''/5'',0.0,120.0,0.0,Cubiertas,Tejas de madera,30/04/2025
MIF02788,Material,uni,Tejuela alerce recta,0.0,110.0,0.0,Cubiertas,Tejas de madera,30/04/2025
MIF07004,Material,uni,Tejuela alerce ochavada,0.0,120.0,0.0,Cubiertas,Tejas de madera,30/04/2025
MIG00007,Material,kg,"Pletina 2""x1/4 (2,37kg/ml)",0.0,504.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00051,Material,uni,Gancho costan cuad 15cm pin,0.0,72.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00054,Material,uni,Gancho costan cuad 20cm pin,0.0,78.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00056,Material,uni,Gancho costan mad 10cm pint,0.0,63.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00057,Material,uni,Gancho costan mad 20cm cinc,0.0,108.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00058,Material,uni,Gancho costan mad 15cm pint,0.0,71.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00061,Material,uni,Gancho costan mad 15cm cinc,0.0,97.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00063,Material,uni,Gancho costan mad 20cm pint,0.0,76.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00124,Material,uni,"Golilla neopreno 1/4""x19mm",0.0,8.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00126,Material,Kg,"Golilla zincada 1/4""",0.0,2250.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00186,Material,uni,Gancho costan red 10cm pint,0.0,78.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00205,Material,uni,Gancho costan red 10cm cinc,0.0,99.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00226,Material,uni,"Golill plomo plan 1/4""x3/4""",0.0,7.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00230,Material,uni,"Golill plomo conc 1/4""x3/4""",0.0,7.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00231,Material,uni,"Golilla neopren 1/4""x15mm",0.0,8.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00382,Material,uni,Golilla cinc 1/4x3/4mm plan,0.0,4.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00624,Material,uni,Golilla cin super conc 0.20,0.0,10.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG00626,Material,uni,Golilla conc fe c/fieltro,0.0,10.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG01427,Material,uni,Gancho j c/go y t cin.1 1/2,0.0,31.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG01429,Material,uni,"Gancho j c/gol y t cinc. 2""",0.0,35.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG01431,Material,uni,"Gancho j c/gol y t cinc. 3""",0.0,43.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG01433,Material,Con,"Gancho j c/gol y tuer.4"" ca",0.0,4212.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG01435,Material,Con,"Gancho j c/gol y tuer.5""caj",0.0,4158.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02053,Material,kg,"Golill plana 1/4"" corriente",0.0,1439.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02677,Material,uni,Tornillo techo 11/2x10 cinc,0.0,11.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02678,Material,uni,Tornillo techo 2x12 cinc.,0.0,17.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02679,Material,uni,Tornillo techo 21/2x12 cinc,0.0,21.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02680,Material,uni,Tornillo techo 3x12 cinc.,0.0,24.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02681,Material,uni,Tornillo techo 31/2x12 cinc,0.0,29.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02682,Material,uni,Tornillo techo 2x12 galv.,0.0,24.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02683,Material,uni,Tornillo techo 11/2x10 galv,0.0,15.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02684,Material,uni,Tornillo techo 31/2x12 galv,0.0,40.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02685,Material,uni,Golilla techo plan cinc 1/4,0.0,8.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02686,Material,uni,Golilla diamant c/fieltro,0.0,13.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02687,Material,uni,Golilla plana neoprene 1/4,0.0,42.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02688,Material,uni,"Gancho j c/gol y t cinc.4""",0.0,50.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02689,Material,uni,Gancho j c/gol y t cin.31/2,0.0,47.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02690,Material,uni,Gancho j c/gol y t cin.41/2,0.0,53.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02691,Material,uni,"Gancho j c/gol y t cinc. 5""",0.0,57.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02707,Material,kg,Golill pla cte.ac 1/4 150/k,0.0,1275.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02708,Material,kg,Golilla pl cte.ace 3/8 90/k,0.0,1275.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02709,Material,kg,Golill pla cte ace 1/2 64/k,0.0,1275.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02710,Material,kg,Golill pla cte.ace 3/4 28/k,0.0,1275.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG02711,Material,kg,Golill plan cte. ace 1 18/k,0.0,695.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG03075,Material,uni,Gancho,0.0,102.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG03151,Material,uni,Gancho omega instap.galv.,0.0,84.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG03844,Material,uni,Gancho l 30cm,0.0,162.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG03845,Material,uni,Gancho p/costan red 15 ci,0.0,111.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG03846,Material,uni,Gancho p/costan cuad 15 c,0.0,97.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG03847,Material,uni,Gancho p/costan mad 10 ci,0.0,82.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG03945,Material,uni,Gancho j c/gol y tuerca 3,0.0,25.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG04000,Material,uni,"Gancho j 3"" cincado",0.0,41.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG04100,Material,uni,Gancho''j''p/cub c/t/gol 2'',0.0,27.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG04101,Material,uni,Gancho''j''p/cub c/t/gol 4'',0.0,31.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG04102,Material,uni,Gancho p/piz costan mad.15,0.0,32.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG04103,Material,uni,Gancho l p/cubierta 200x53,0.0,55.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG04451,Material,uni,Golilla conc galv  d=35mm,0.0,11.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG04452,Material,uni,Sello neopr p/te canoa d26,0.0,29.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG04455,Material,uni,Gancho l zincado,0.0,132.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG06992,Material,uni,Gancho costan cuad 10cm cin,0.0,82.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG06993,Material,uni,Gancho costan cuad 20cm cin,0.0,108.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG06994,Material,uni,Gancho costan red 15cm pint,0.0,90.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG06995,Material,uni,Gancho costan cuad 25cm pin,0.0,134.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG06996,Material,uni,Gancho costan cuad 25cm cin,0.0,186.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG06997,Material,uni,Gancho costan red 20cm pint,0.0,96.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG06998,Material,uni,Gancho costan red 20cm cinc,0.0,122.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG06999,Material,uni,Gancho costan cuad 10cm pin,0.0,65.0,0.0,Cubiertas,Accesorios,30/04/2025
MIG07000,Material,m2,Accesorios de instalación,0.0,217.0,0.0,Cubiertas,Accesorios,30/04/2025
MIH01353,Material,pla,Planch acrilica 1.8x1.2 4mm,0.0,30800.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH01355,Material,pla,Plancha acrilica 2x1.4 4mm,0.0,37125.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH01356,Material,pla,Planch acrilica 2.4x1.8 4mm,0.0,61600.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH01357,Material,pla,Plancha acrilica 2x1.4 5mm,0.0,46200.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH01358,Material,uni,Cupula acrilica 0.8x0.8 4mm,0.0,41800.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH01359,Material,uni,Cupula acrilica 0.9x0.9 4mm,0.0,49500.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH01360,Material,uni,Cupula acrilica 1.1x1.7 4mm,0.0,77000.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH01361,Material,uni,Cupula acrilica 1.3x1.9 4mm,0.0,88000.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH01362,Material,uni,Cupula acrilica 1.7x1.7 4mm,0.0,143000.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH01363,Material,uni,Cupula acrilica d=0.8 4mm,0.0,41800.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH02773,Material,m2,"Cubierta Doble acrylit pv4 e=1.4, bandeja inferior",0.0,14295.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH02774,Material,m2,Cubierta acrylit pv4 e=1.6 avance=1000,0.0,7885.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH02775,Material,m2,Cubierta acrylit pv6 e=1.4 avance=910,0.0,8844.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH02776,Material,m2,Cubierta acrylit pv6 e=1.6 avance=910,0.0,9703.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH02777,Material,m2,Cubierta Traslucida Poliester HiRib,0.0,8540.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH02778,Material,m2,Barras de compresion Omega,0.0,930.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIH02779,Material,m2,Cubierta Traslucida doble Perfil KR-18,0.0,19145.0,0.0,Cubiertas,Cubiertas de acrilico,30/04/2025
MIJ00628,Material,pla,"Fonolita 0,65x1,16(0,75 m2)",0.0,295.0,0.0,Cubiertas,Cubierta fonolita,30/04/2025
MIJ00799,Material,pla,"Fonolita economica(0,75 m2)",0.0,278.0,0.0,Cubiertas,Cubierta fonolita,30/04/2025
MIJ02777,Material,m2,Cub. koverpanel l-804 p.p. a/c e=0.5/0.4,0.0,13951.0,0.0,Cubiertas,Cubierta fonolita,30/04/2025
MIJ02778,Material,m2,Cub. koverpanel l-804p.p. a/c e=0.4/0.4,0.0,13394.0,0.0,Cubiertas,Cubierta fonolita,30/04/2025
MIJ03761,Material,pla,Fonolita 115x65 0.60m2 util,0.0,315.0,0.0,Cubiertas,Cubierta fonolita,30/04/2025
MIJ04367,Material,pla,"Fonolita 0,63x1,16mt grueso",0.0,315.0,0.0,Cubiertas,Cubierta fonolita,30/04/2025
MIK06496,Material,m2,Cubreterrazas placas movil,0.0,19068.0,0.0,Cubiertas,Cubiertas para terrazas,30/04/2025
MIK06497,Material,m2,Cubreterrazas fibra metal,0.0,13983.0,0.0,Cubiertas,Cubiertas para terrazas,30/04/2025
MIL00110,Material,uni,Tejuela 20x40mm color,0.0,186.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00117,Material,uni,"Canoa de 3,60 mt",0.0,8626.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00137,Material,uni,"Canoa de 4,00 mt",0.0,13043.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00139,Material,uni,Canoa de 4.88mt,0.0,15744.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00147,Material,uni,"Canoa de 3,60 mt doble ala",0.0,8626.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00156,Material,uni,"Canoa de 4,88 mt doble ala",0.0,15744.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00322,Material,uni,"Pl.pizar ar 400 g.o 1,22 p6",0.0,2584.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00341,Material,uni,Tejuela 30x60 mm gris,0.0,208.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00349,Material,uni,Caballete artic standard macho,0.0,2411.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00351,Material,uni,Caballete artic g.o. macho gris,0.0,2411.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00369,Material,uni,"Pl. pizarr 400 st 1,22 p10",0.0,2014.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00556,Material,uni,Tejuela no. 6 peineta gris,0.0,903.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00614,Material,uni,Caballete teja manquehue rojo,0.0,3441.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00616,Material,uni,Teja manquehue color,0.0,1240.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00620,Material,uni,Teja chilena roja,0.0,5719.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00833,Material,uni,Rodon teja chilena,0.0,1803.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL00835,Material,uni,Caballete teja chilena macho r.,0.0,2600.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03211,Material,uni,"Canalon 86 9,00 mts",0.0,41873.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03212,Material,uni,"Canalon 86 7,50 mts",0.0,34889.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03580,Material,uni,"Canoa de 4,00 mt doble ala",0.0,13044.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03841,Material,uni,Tejuela 30x60mm color,0.0,376.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03842,Material,uni,"Pl. pizarr nor g.o.1,22 p5",0.0,2086.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03843,Material,uni,"Plancha pizarreño p9x1,22 nor. gris",0.0,2251.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03844,Material,uni,Tejuela 20x40mm color,0.0,202.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03845,Material,uni,"Canoa de 2,44 mt",0.0,10338.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03846,Material,uni,Canoa de 4 mt,0.0,19756.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03847,Material,uni,Tejuela 30x60 mm gris,0.0,329.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03848,Material,uni,Tejuela n° 6 peineta gris,0.0,795.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03849,Material,uni,"Canalon 86 7,50 mts",0.0,34889.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03850,Material,uni,"Plancha pizarreño nor. g.o. 1,22p5",0.0,2401.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03851,Material,pla,Plancha pizarreño p5x122 ar400 gris,0.0,2900.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03852,Material,pla,Plancha pizarreño p6x152 ar400 gris,0.0,4328.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03853,Material,pla,Plancha pizarreño p6x183 ar400 gris,0.0,5095.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03854,Material,pla,Plancha pizarreño p6x214 ar400 gris,0.0,5966.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03855,Material,pla,Plancha pizarreño p6x244 ar400 gris,0.0,6801.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03856,Material,pla,Plancha pizarreño p6x122 nor.gris,0.0,2872.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03857,Material,pla,Plancha pizarreño p6x152 nor.gris,0.0,3577.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03858,Material,pla,Plancha pizarreño p6x183 nor.gris,0.0,4389.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03859,Material,pla,Plancha pizarreño p5x214 nor.gris,0.0,4387.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03860,Material,pla,Plancha pizarreño p5x244 nor.gris,0.0,5002.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03861,Material,pla,Plancha pizarreño p6x122 nor.gris,0.0,2655.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03862,Material,pla,Plancha pizarreño p6x183 nor.gris,0.0,4058.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03863,Material,pla,Plancha pizarreño p6x244 nor.gris,0.0,5569.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03864,Material,pla,Plancha pizarreño p9x122 ar400 gris,0.0,2576.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03865,Material,pla,Plancha pizarreño p9x244 ar400 gris,0.0,4940.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03866,Material,pla,Plancha pizarreño p10x152 ar400gris,0.0,3000.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03867,Material,pla,Plancha pizarreño p10x183 ar400gris,0.0,3971.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03868,Material,pla,Plancha pizarreño p10x214 ar400gris,0.0,4491.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03869,Material,pla,Plancha pizarreño p10x244 ar400gris,0.0,5324.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03870,Material,pla,Plancha pizarreño p9x122 nor. gris,0.0,2251.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03871,Material,pla,Plancha pizarreño p9x152 nor. gris,0.0,2884.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03872,Material,pla,Plancha pizarreño p9x183 nor. gris,0.0,3411.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03873,Material,pla,Plancha pizarreño p9x214 nor. gris,0.0,4061.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03874,Material,pla,Plancha pizarreño p9x244 nor. gris,0.0,4571.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03875,Material,pla,Plancha pizarreño p10x122 nor.gris,0.0,2526.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03876,Material,pla,Plancha pizarreño p10x152 nor.gris,0.0,3195.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03877,Material,pla,Plancha pizarreño p10x183 nor.gris,0.0,3914.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03878,Material,pla,Plancha pizarreño p10x214 nor.gris,0.0,4393.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03879,Material,pla,Plancha pizarreño p10x244 nor.gris,0.0,5274.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03880,Material,uni,Caballete artc. standar hembra g.,0.0,2411.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03881,Material,uni,Caballete liso macho gris,0.0,2411.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03882,Material,uni,Caballete liso hembra gris,0.0,3122.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03883,Material,uni,Caballete liso 250x20% gris,0.0,1901.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03884,Material,uni,Caballete liso 250x30% gris,0.0,1901.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03885,Material,uni,Caballete universal standar g.,0.0,2643.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03886,Material,uni,Caballete universal standar z.s.g.,0.0,3004.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03887,Material,uni,Terminal caballete univ.standar,0.0,896.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03888,Material,uni,Terminal caballete univ.std. zona s.,0.0,1058.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIL03889,Material,pla,"Superboard standar 1,20x2,20x8mm",0.0,13000.0,0.0,Cubiertas,Fibrocemento,30/04/2025
MIM00279,Material,m2,Panel pv4 zn. e=0.4 mm,0.0,3080.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM00281,Material,m2,"Panel pv4 galvanizado 0,5mm",0.0,2705.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM00283,Material,m2,"Panel pv4 Traslucido 0,8mm",0.0,4745.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM00284,Material,m2,"Panel PV-4 Curvo 0,5mm prepintado",0.0,5940.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM00285,Material,m2,Panel pv4 p.p. e=0.4 mm,0.0,4609.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM00286,Material,m2,"Plancha Lisa Prepintada e=0,5mm",0.0,6120.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM00287,Material,m2,Panel 160M Hunter douglas,0.0,19870.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM00288,Material,m2,"Plancha lisa PP e=0,8mm",0.0,9923.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM00289,Material,m2,"Cubierta KR-18 e=0,6mm pp",0.0,5289.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM00290,Material,m2,Cubierta sandwich dek CD460,0.0,30780.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02447,Material,m2,"Panel R-26 0,5mm PP",0.0,5830.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02448,Material,m2,Zinc 5 v 0.4mm,0.0,3400.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02449,Material,m2,"Lamina MT-200 0,5mm PP",0.0,6860.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02450,Material,uni,Zinc acanalado 3.35x851x3.66 mts,0.0,4704.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02451,Material,m2,Panel CD460 prepintada,0.0,17600.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02454,Material,m2,"Panel CD 425 pp =0,5mm",0.0,8670.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02455,Material,m2,Cubierta Techmet 40mm,0.0,19782.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02456,Material,m2,Cubierta Techmet Traslucida Sandwich,0.0,17000.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02457,Material,m2,"Cubierta panel kover 0,5mm",0.0,12630.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02577,Material,m2,Panel pv4 zn. e=0.5 mm,0.0,3769.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02626,Material,m2,"Panel PV8 PP e=0,5mm",0.0,4806.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02627,Material,m2,Panel pv6 zn. e=0.6 mm,0.0,5296.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02628,Material,m2,Panel pv6 p.p. e=0.5 mm,0.0,5900.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02629,Material,m2,Panel pv4 zn. e=0.6 mm,0.0,4715.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02630,Material,m2,Panel pv4 p.p. e=0.5 mm,0.0,5342.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02631,Material,m2,Panel pv4 p.p. e=0.6 mm,0.0,7310.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02632,Material,m2,Panel pv6 zn. e=0.5 mm,0.0,4238.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02733,Material,m2,Panel pv7 zn. e=0.35 mm,0.0,2683.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02734,Material,m2,Panel pv7 p.p. e=0.35 mm,0.0,4182.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02735,Material,m2,"Cubierta KR 18 e=0,5mm ZincAlum",0.0,4132.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02737,Material,m2,"Cubierta ondulado 48"" zn e=0.5 a=1000",0.0,3779.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02738,Material,m2,"Cubierta ondulada 48"" zn e=0.6 a=1000",0.0,4715.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02742,Material,m2,"Cubierta ondulado 48"" p.p. e=0.5 a=1000",0.0,3860.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02743,Material,m2,"Cubierta ondulado 48""p.p. e=0.6 a=1000",0.0,7310.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02744,Material,m2,Panel a-2 zn. e=0.5,0.0,3898.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02745,Material,m2,Panel a-2 zn. e=0.6,0.0,4709.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02747,Material,m2,Panel a-2 p.p. e=0.5,0.0,5853.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02748,Material,m2,Panel pit 900 zn. e=0.5,0.0,4994.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02749,Material,m2,Panel pit 900 zn e=0.6,0.0,6333.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02750,Material,m2,Panel pit 900 p.p. e=0.5,0.0,6682.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02751,Material,m2,Panel pit 900 p.p. e=0.6,0.0,10207.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02753,Material,m2,Panel rs-470 zn. e=0.5,0.0,4385.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02770,Material,m2,Panel rs-470 zn. e=0.6,0.0,5568.0,0.0,Cubiertas,Acero zincalum,30/04/2025
MIM02771,Material,m2,Panel rs-470 p.p. e=0.5,0.0,7238.0,0.0,Cubiertas,Acero zincalum,30/04/2025
